5.263832655485922718e-01,5.271468853141881850e-01,5.281540908183887106e-01,5.293308002335683771e-01,5.305839618218738396e-01,5.317293379894709737e-01,5.328747141570679968e-01,5.336848139634418065e-01,5.341530816927293479e-01,5.342498242078618231e-01,5.340083613132450280e-01,5.335147843410051882e-01,5.328832519500980025e-01,5.322320902430583978e-01,5.316692150483276480e-01
5.250088688771112899e-01,5.254444347347190236e-01,5.263820393569513811e-01,5.272333656046211958e-01,5.277593086847812698e-01,5.285492124347945797e-01,5.293391161848077786e-01,5.298882916903845386e-01,5.300787789861829413e-01,5.302692662819813441e-01,5.300379184071011274e-01,5.298065705322210217e-01,5.298221734179771047e-01,5.290441187718019078e-01,5.287657101810683269e-01
5.241012550291707095e-01,5.242566550792526758e-01,5.246099878955140516e-01,5.251355448529423375e-01,5.256611018103706234e-01,5.264847176374598536e-01,5.270378527885377640e-01,5.270625866552434147e-01,5.271783422151947729e-01,5.272940977751460201e-01,5.273499220761788120e-01,5.271722544464154669e-01,5.267610948858560960e-01,5.265767318462022395e-01,5.265045986644029119e-01
5.235896719223548379e-01,5.235928304690615764e-01,5.235959890157682040e-01,5.238268364455400672e-01,5.241326375319084185e-01,5.244539349172010478e-01,5.247365893922676383e-01,5.249389254307194053e-01,5.250381712647252952e-01,5.250341679052793475e-01,5.249490979211692832e-01,5.248293996329289612e-01,5.247097013446887503e-01,5.246659270247824303e-01,5.247506683123347448e-01
5.234164737108157883e-01,5.231041722103781932e-01,5.230416158029779217e-01,5.229790593955776501e-01,5.230826514540933836e-01,5.231862435126092281e-01,5.232961348406098834e-01,5.233641301209988050e-01,5.233747235809652620e-01,5.233307733651176852e-01,5.232531600849694708e-01,5.231755468048213675e-01,5.233421288414454864e-01,5.233916639431258622e-01,5.234122510040003506e-01
5.236582813301102757e-01,5.230181387219823286e-01,5.226840800925278696e-01,5.224865516066883320e-01,5.223806937363372205e-01,5.223245628815018637e-01,5.222830587281339643e-01,5.222319683196442464e-01,5.221610588311155210e-01,5.220753085230926960e-01,5.219939290342467952e-01,5.219842426862244533e-01,5.219745563382021114e-01,5.221174008614692941e-01,5.224200386431328003e-01
5.239000889494048741e-01,5.231956963032975416e-01,5.226738034360294272e-01,5.222930996255091829e-01,5.220137331125102031e-01,5.217998393040841343e-01,5.217705009631938839e-01,5.214636833198451615e-01,5.214706264534751945e-01,5.213169436106811494e-01,5.210953282331158842e-01,5.211856451971891291e-01,5.212759621612623739e-01,5.214731305880329071e-01,5.217195996123954460e-01
5.244815871813000019e-01,5.235993942906439491e-01,5.229029757296518310e-01,5.224630729641146498e-01,5.219160537159107660e-01,5.216798636079915674e-01,5.212579431982538036e-01,5.209995750461430264e-01,5.207801940758348680e-01,5.206393063916099351e-01,5.204984187073848911e-01,5.205378933458537638e-01,5.205773679843226365e-01,5.208288603145966311e-01,5.212678766548249909e-01
5.252490838187661160e-01,5.241984820041929449e-01,5.233385905330842913e-01,5.226330463027202278e-01,5.221499974093064544e-01,5.215598879118990006e-01,5.211452268626268758e-01,5.208256290412329736e-01,5.205060312198390715e-01,5.202886683282117453e-01,5.201588315281205910e-01,5.202084722488304891e-01,5.202581129695402762e-01,5.205447380065527652e-01,5.213813226783652333e-01
5.261792175152155693e-01,5.249686114692616590e-01,5.239549225012244404e-01,5.231034097559893459e-01,5.223839411027022539e-01,5.217723445050955755e-01,5.212518462149901000e-01,5.208141468367002425e-01,5.204597789090334992e-01,5.201976033874097238e-01,5.201439871679875981e-01,5.200190064960277248e-01,5.201490047659945715e-01,5.204610071952501249e-01,5.214947687019054756e-01
5.272545194247909572e-01,5.259939646558882131e-01,5.247334098869855801e-01,5.237452945374885260e-01,5.228994092993332066e-01,5.221739637696906078e-01,5.215546002250666113e-01,5.210350450086111973e-01,5.207017876508233112e-01,5.204040712111175360e-01,5.201291428078544943e-01,5.200944177266618729e-01,5.202289939373903049e-01,5.205581116737666436e-01,5.216082147254457180e-01
5.284640516273687583e-01,5.269575859139951080e-01,5.256628418638653599e-01,5.245468876261507596e-01,5.235829760993027104e-01,5.227511830555822137e-01,5.221269404942413539e-01,5.214419309602309482e-01,5.210262349975280927e-01,5.206105390348252371e-01,5.204005531843165500e-01,5.203514462948621855e-01,5.204847373684742262e-01,5.208238252120607203e-01,5.217216607489859603e-01
5.298044054897863564e-01,5.281621347908390662e-01,5.267397304861231033e-01,5.255043377775070468e-01,5.244301943902217600e-01,5.234988160616702579e-01,5.226992807634160965e-01,5.220281985492357668e-01,5.216356924231017045e-01,5.212431862969675311e-01,5.208506801708334688e-01,5.207833842323199569e-01,5.209101736258031634e-01,5.213726401991647386e-01,5.218351067725262027e-01
5.312812493107563760e-01,5.295106879055360150e-01,5.279688538987689084e-01,5.267068862100359183e-01,5.254449185213028173e-01,5.244200319443491631e-01,5.235376796849674497e-01,5.231083286365885154e-01,5.226789775882093592e-01,5.222496265398304249e-01,5.218202754914513797e-01,5.213909244430723344e-01,5.215063508213607646e-01,5.218470024742953850e-01,5.224350830703859971e-01
5.329120487079909152e-01,5.310183268068275897e-01,5.293641199342496995e-01,5.279131103387562085e-01,5.272873593658876645e-01,5.266616083930190095e-01,5.260358574201505766e-01,5.254101064472818106e-01,5.247843554744132666e-01,5.241586045015447226e-01,5.235328535286760676e-01,5.229071025558075236e-01,5.222813515829388686e-01,5.226144554105793816e-01,5.232025464529219683e-01
