4.877208669779638066e-03,4.296082368468504518e-03,3.843079796321311088e-03,3.513946280729130477e-03,3.302168499704738816e-03,3.294148666671282630e-03,3.286128833637826444e-03,3.278109000604370257e-03,3.436082594117804458e-03,3.656069241250751653e-03,3.924982893511284529e-03,4.229856889586007009e-03,4.558090685855066201e-03,4.897563192394090853e-03,5.237035698933114637e-03,5.565590602210609104e-03,5.873254308859538267e-03,6.150723366030510023e-03,6.389489187984203657e-03,6.581943848045164296e-03,6.721515821985372952e-03,6.802815649660428135e-03,6.821771679543738899e-03,6.775740566341910583e-03,6.663582314207467695e-03
6.438939375393247164e-03,5.633993270499408797e-03,4.959867900392540656e-03,4.486766130333669743e-03,3.993919230097510778e-03,3.691277363502248020e-03,3.498335996891240984e-03,3.405190911149119908e-03,3.400742617960084146e-03,3.473052876723688783e-03,3.609688237237123828e-03,3.798032600505585592e-03,4.025554372479515745e-03,4.280019915215385606e-03,4.614220780265907915e-03,4.823251713073478490e-03,5.090272186874444590e-03,5.340909437779518820e-03,5.566178954670744986e-03,5.758013480635805655e-03,5.909371605758351534e-03,6.014350951474259528e-03,6.068295198482804437e-03,6.067883958327401420e-03,6.155194091471038326e-03
8.134613389680748347e-03,7.110220679469689276e-03,6.277974444943130485e-03,5.459585979938209009e-03,4.831556476643704412e-03,4.329885187250716999e-03,3.948054926598185653e-03,3.677775247605758694e-03,3.509305666687653757e-03,3.431794454313744341e-03,3.467240063837194550e-03,3.502685673360644760e-03,3.626750878791416138e-03,3.793628288296202727e-03,3.991405861598702060e-03,4.208601238205439063e-03,4.434290239650717259e-03,4.658216823642788267e-03,4.870895402835549726e-03,5.049962877307867699e-03,5.229030351780185673e-03,5.360287639808015633e-03,5.452094629870401707e-03,5.500311930287090333e-03,5.646805868734608089e-03
9.977605238187428616e-03,8.700243480499700657e-03,7.596080989493720313e-03,6.696208795930707995e-03,5.796336602367695677e-03,5.098394536562380480e-03,4.529635459590146060e-03,4.083445389045621023e-03,3.751529508528772018e-03,3.524232391718742918e-03,3.390865683134383982e-03,3.402119163212245258e-03,3.359896993166850646e-03,3.438501710714622194e-03,3.563940178864177626e-03,3.724573297535456028e-03,3.909182305262872900e-03,4.172193035767171598e-03,4.374219325662311725e-03,4.544348251416912600e-03,4.684918082809364122e-03,4.844622407075678538e-03,4.976612308717904588e-03,5.075825214055126877e-03,5.138417645998176984e-03
1.182059708669410715e-02,1.037725660604421445e-02,9.067678699433616082e-03,7.896736403582705136e-03,6.866639090780402195e-03,6.020958110010314092e-03,5.225207667821037995e-03,4.669295299508201616e-03,4.113382931195365237e-03,3.738235682670988658e-03,3.471160768148708747e-03,3.301552653063846189e-03,3.218148713416340428e-03,3.209305735049100550e-03,3.322462805641014389e-03,3.428458166778004280e-03,3.512915470820670346e-03,3.686169247891555364e-03,3.877543248489073724e-03,4.077231268605822218e-03,4.276216758389055766e-03,4.466378111620684932e-03,4.640582976862307057e-03,4.792768210489454193e-03,5.224986690263715150e-03
1.376192842735083494e-02,1.212711069526552221e-02,1.062534733832111271e-02,9.239950249928295320e-03,8.018512105760383299e-03,6.943521683458247704e-03,6.014159960812414697e-03,5.295915784915509322e-03,4.577671609018604815e-03,4.058295694699633714e-03,3.660629980246225216e-03,3.374955039291445760e-03,3.240724245150010483e-03,3.096526904737108635e-03,3.080985432417851153e-03,3.132343036020552966e-03,3.295058062035795786e-03,3.389537133309302591e-03,3.573042040162079189e-03,3.779074362902682185e-03,3.997877728866067702e-03,4.220476855484218102e-03,4.560484515738046085e-03,4.824094108725236404e-03,5.311555734529254183e-03
1.570325976800756099e-02,1.387696478448682998e-02,1.218301597720860933e-02,1.070462507330959684e-02,9.226234169410584343e-03,7.973566390565867482e-03,6.873706968490486853e-03,5.925273688302487921e-03,5.124629563441664322e-03,4.466138985420063830e-03,3.942451837262498510e-03,3.544801060201706235e-03,3.263299776883680538e-03,3.087226190183278620e-03,3.051181562462141998e-03,3.005860311893589903e-03,3.077200653250921226e-03,3.258675683363973855e-03,3.385731640438303849e-03,3.600444896964576785e-03,3.896279616213709288e-03,4.098325778215890919e-03,4.480386054613785980e-03,4.855420006961019483e-03,5.398124778794793216e-03
1.761934811066790535e-02,1.563968968295480211e-02,1.376907298801306224e-02,1.211597685936582208e-02,1.046288073071858366e-02,9.041497237668089104e-03,7.779459939386679408e-03,6.677141293970670008e-03,5.809229607606221368e-03,4.941317921241773596e-03,4.297455271500993934e-03,3.793144373124251578e-03,3.479408701047378809e-03,3.165673028970506474e-03,3.021377692506432410e-03,2.974877940517166221e-03,3.014341176610949632e-03,3.127814233418644684e-03,3.303406215195002927e-03,3.549043859378177117e-03,3.794681503561351307e-03,4.088327854283179026e-03,4.400287593489525008e-03,4.886745905196802561e-03,5.484693823060332249e-03
1.953543645332824624e-02,1.737059408952284015e-02,1.533483679427000493e-02,1.353410171263867527e-02,1.168773661375538571e-02,1.012079623564421382e-02,8.705992736166645943e-03,7.458581943394647709e-03,6.378113930179514501e-03,5.541408716577259606e-03,4.704703502975004711e-03,4.100114273754703990e-03,3.639720602925607812e-03,3.375947475322008118e-03,3.112174347718408424e-03,3.023062995338296564e-03,3.034712427619154669e-03,3.134910621623839943e-03,3.311322926999978305e-03,3.577617879270782869e-03,3.843912831541587433e-03,4.176375543749036648e-03,4.537922581403115545e-03,4.918071803432584772e-03,5.571262867325869547e-03
2.135560335749626254e-02,1.903987770887959757e-02,1.685114230230433385e-02,1.480458761292743376e-02,1.291259249679218776e-02,1.118465584065815935e-02,9.627396260916147933e-03,8.244618604487399804e-03,7.056188915289305849e-03,6.022003729315371715e-03,5.142063046565598268e-03,4.444487633081394169e-03,3.915690544037649448e-03,3.546414295635132597e-03,3.258861881172772819e-03,3.132253521498905031e-03,3.120718012886752185e-03,3.211801825537115036e-03,3.420378962166851361e-03,3.650645145985963874e-03,4.003595903825120199e-03,4.346341245972013684e-03,4.759378923366624353e-03,5.200191200767482341e-03,5.657831911591408580e-03
