4.725818838720458048e-01,4.722499851750910360e-01,4.721154327432954267e-01,4.721486896600221583e-01,4.723112294535508626e-01,4.725844199202564599e-01,4.728576103869621128e-01,4.731693512967097837e-01,4.734708877162833729e-01,4.737407624979904641e-01,4.739580814126833630e-01,4.741034735694023561e-01,4.741629532252025214e-01,4.741310503408152632e-01,4.740112071742212385e-01
4.736836124660585012e-01,4.730071936364381169e-01,4.726597826620143605e-01,4.725021354868764734e-01,4.721535842198740229e-01,4.722178574070212687e-01,4.722821305941684589e-01,4.724506222554236134e-01,4.726450777500667000e-01,4.728395332447097865e-01,4.729909941283361730e-01,4.731424550119625594e-01,4.733213304917187059e-01,4.732483125179738903e-01,4.732183461650328882e-01
4.750059204836535320e-01,4.739959144894015375e-01,4.732041325807332388e-01,4.727163883582004567e-01,4.722286441356676745e-01,4.721841059350367908e-01,4.720113651684407774e-01,4.719067821268703722e-01,4.720005997007908904e-01,4.720944172747113532e-01,4.723016828217674323e-01,4.724301129829419077e-01,4.724797077582348903e-01,4.725772547731430517e-01,4.726488575621164423e-01
4.764797412487538075e-01,4.752659648246314039e-01,4.740521884005090003e-01,4.731751791879051372e-01,4.725113890232367497e-01,4.720415430752740726e-01,4.717405997427130404e-01,4.715804618296943751e-01,4.715325470863092061e-01,4.715698302157383393e-01,4.716681761786283289e-01,4.718188978540259204e-01,4.719696195294235119e-01,4.721430276056753361e-01,4.723180456919877646e-01
4.780296527839950071e-01,4.764090059945584321e-01,4.751375885374594654e-01,4.738661710803605542e-01,4.730593241926656645e-01,4.722524773049707747e-01,4.717593614370506616e-01,4.714452249177368270e-01,4.712842539825841115e-01,4.712504782940021841e-01,4.713590710005620688e-01,4.714676637071218979e-01,4.717646038737146608e-01,4.720167749339481689e-01,4.722056660505034031e-01
4.795371846931466564e-01,4.776889499481962731e-01,4.760339115528581799e-01,4.746286077752012722e-01,4.734773150534544173e-01,4.725741412604598790e-01,4.719052227715881398e-01,4.714510054684986629e-01,4.711883923356227077e-01,4.710925818463075898e-01,4.711384995182368307e-01,4.713490438681213757e-01,4.715595882180058651e-01,4.718905222622210016e-01,4.722749914215521594e-01
4.810447166022983612e-01,4.789191969808248017e-01,4.770283772409843470e-01,4.753966645788916812e-01,4.740359200809698415e-01,4.729468554781681711e-01,4.721286783836919354e-01,4.715429175784218163e-01,4.712168223781890153e-01,4.711383172102258099e-01,4.710771173636143505e-01,4.713475667711315986e-01,4.716180161786488467e-01,4.720354166183807765e-01,4.724826106149894733e-01
4.823560454439729250e-01,4.800275720371527388e-01,4.779336779108821487e-01,4.760460721946455642e-01,4.745635483260132181e-01,4.732829683093646711e-01,4.723521339957957310e-01,4.716686608435962658e-01,4.712452524207553228e-01,4.711665520345829083e-01,4.710878516484104939e-01,4.713821478938511333e-01,4.716764441392917728e-01,4.721803109745404958e-01,4.727834314653852066e-01
4.834435099943151237e-01,4.809475006481810921e-01,4.786855398420300500e-01,4.766954798103993918e-01,4.749314085993419088e-01,4.736190811405611711e-01,4.725473809435242756e-01,4.719244965642899192e-01,4.713016121850555629e-01,4.710923894327415651e-01,4.711279336814126473e-01,4.714750969527879976e-01,4.718222602241632924e-01,4.724183051025159230e-01,4.730640270986858908e-01
4.842506351971760936e-01,4.816222782426893834e-01,4.792276467159602427e-01,4.771098920310611335e-01,4.752992688726705439e-01,4.738135037037716213e-01,4.726587719822432088e-01,4.718311665197591487e-01,4.713184563417059936e-01,4.711019067831548890e-01,4.711338156171430702e-01,4.714586199923692655e-01,4.719724229460919296e-01,4.726625986097900411e-01,4.733446227319865196e-01
4.847351653678242944e-01,4.821253946102582733e-01,4.795156238526922521e-01,4.773042278416987361e-01,4.754090922946247466e-01,4.738520564677295432e-01,4.726429333805900468e-01,4.717807823894296093e-01,4.713329023681374630e-01,4.710006875782157820e-01,4.711396975528734377e-01,4.714972572556186958e-01,4.720884836834370324e-01,4.728733675768019284e-01,4.736252183652871484e-01
4.848702286050240451e-01,4.820784389305285411e-01,4.795198385608808733e-01,4.772470130501222929e-01,4.752986658482235560e-01,4.737001720749976497e-01,4.723711391282963135e-01,4.715927043382590611e-01,4.712460863557678126e-01,4.708994683732766195e-01,4.710374224351288608e-01,4.714608205355411696e-01,4.721337045755154560e-01,4.730131603762429693e-01,4.739058139985877771e-01
4.846441667782214191e-01,4.818195477405007310e-01,4.792265009360008876e-01,4.769223155030425376e-01,4.749495246213657484e-01,4.733367128331689710e-01,4.720993448760026356e-01,4.712408146268697862e-01,4.711005016529218881e-01,4.709601886789739345e-01,4.708198757050259808e-01,4.713172521057554798e-01,4.720755039521741803e-01,4.731309567920313208e-01,4.741864096318884059e-01
4.840593094204306834e-01,4.812343853687633954e-01,4.786371991935160497e-01,4.764980956737238094e-01,4.743589921539316245e-01,4.727559528693488500e-01,4.715387337695055026e-01,4.714395761858529710e-01,4.713404186022004394e-01,4.712412610185479078e-01,4.711421034348953762e-01,4.710429458512428447e-01,4.718892973822214620e-01,4.729567500235388189e-01,4.741916136663508752e-01
4.831296399208965253e-01,4.803381919897722896e-01,4.777671767134420988e-01,4.754841855005740303e-01,4.750484069443398627e-01,4.746126283881056396e-01,4.741768498318715275e-01,4.737410712756373043e-01,4.733052927194031367e-01,4.728695141631689136e-01,4.724337356069347460e-01,4.719979570507005229e-01,4.715621784944663553e-01,4.727220334893127984e-01,4.740513253731973298e-01
