5.263832655485922718e-01,5.267955038997372830e-01,5.272996037488280052e-01,5.278831783162032387e-01,5.285317048032205367e-01,5.292506389775543107e-01,5.299695731518880848e-01,5.306885073262218588e-01,5.314083919628411756e-01,5.320905657869788863e-01,5.327116384465196974e-01,5.332494920074227762e-01,5.336848139634418065e-01,5.339398505063557288e-01,5.341948870492695400e-01,5.342597029166717970e-01,5.342035421293782615e-01,5.340395608358766699e-01,5.337862931541625944e-01,5.334657670272563434e-01,5.331016682736667844e-01,5.327178390033764366e-01,5.323372144099258740e-01,5.319811723642051682e-01,5.316692150483276480e-01
5.255201637571740303e-01,5.258191192280794457e-01,5.262033862932076200e-01,5.267641030414489389e-01,5.271779671995190375e-01,5.277387983217152190e-01,5.283260434190465427e-01,5.289208651919414805e-01,5.295034771675229957e-01,5.300538586193191959e-01,5.305526799247068936e-01,5.309823986697955744e-01,5.313284446793230531e-01,5.315803611055756051e-01,5.319368257499532682e-01,5.317856706757877472e-01,5.317448780524884899e-01,5.316210382081812957e-01,5.314288863490351789e-01,5.311860104358276935e-01,5.309116360300203397e-01,5.306255469052946205e-01,5.303472313731535381e-01,5.300952825255731415e-01,5.301188314545555169e-01
5.248272927988645309e-01,5.250233969476750806e-01,5.253859146367587662e-01,5.256450277666945281e-01,5.260459867082415419e-01,5.264882086676290207e-01,5.269558843213382193e-01,5.274321977092996105e-01,5.278998160866269496e-01,5.283415563820534899e-01,5.287129856953500795e-01,5.290844150086467801e-01,5.293596562990326992e-01,5.295590061159558548e-01,5.296787644506369963e-01,5.297197336934211798e-01,5.296871316902868054e-01,5.295901502018814933e-01,5.294412373255878990e-01,5.292448245232415083e-01,5.290484117208950066e-01,5.288377543847267992e-01,5.286401593744207705e-01,5.284719868121331432e-01,5.285684478607833858e-01
5.243585451065911895e-01,5.243902358146801390e-01,5.245684429803098014e-01,5.248387179170047601e-01,5.251089928536997187e-01,5.254457095209611461e-01,5.258078947307485151e-01,5.261805199068416705e-01,5.265483500940840722e-01,5.268965396027774917e-01,5.272113329015676308e-01,5.276043209658457522e-01,5.276956408749069460e-01,5.278496429509086374e-01,5.279402580509542364e-01,5.279686885533086960e-01,5.279397883555370097e-01,5.279873584449479296e-01,5.278671077644894183e-01,5.276923757505056489e-01,5.274499423285740063e-01,5.273000754861761896e-01,5.271685437066300217e-01,5.270698952025997253e-01,5.270180642670112547e-01
5.238897974143178482e-01,5.239040513141516309e-01,5.239918929592659591e-01,5.241427730898574611e-01,5.243451879331630927e-01,5.246683617194941585e-01,5.248543925388412523e-01,5.251341950175492101e-01,5.254139974962570570e-01,5.256796031856367790e-01,5.259196793436330397e-01,5.261242269230447244e-01,5.262855891973180489e-01,5.263989222049992867e-01,5.265737676923963884e-01,5.265888030370071693e-01,5.264493753456596092e-01,5.263845666880142549e-01,5.262929782033909376e-01,5.261859475973549305e-01,5.260759610119324359e-01,5.259761144942840527e-01,5.258996585108968169e-01,5.258596501649178689e-01,5.262182923482040531e-01
5.236768866208529882e-01,5.236118234588396092e-01,5.236184750185487458e-01,5.236204378335047593e-01,5.237362185031214645e-01,5.238910139180271708e-01,5.240728729925256957e-01,5.242711547682622486e-01,5.244694365439988015e-01,5.246609171352858425e-01,5.248339808120184857e-01,5.249801814868736427e-01,5.251879668621441954e-01,5.251692717063429772e-01,5.252072773338385403e-01,5.252089175207056426e-01,5.252739567172843849e-01,5.251227682027335142e-01,5.250503007758846596e-01,5.249712469466545350e-01,5.248967492345805175e-01,5.248385203421264134e-01,5.249601766874724129e-01,5.250285293909089379e-01,5.254185204293968514e-01
5.234639758273880172e-01,5.233195956035276986e-01,5.232450570778315324e-01,5.232556900529576893e-01,5.232663230280839572e-01,5.233412304185186548e-01,5.234444683455978797e-01,5.235650633431616630e-01,5.236923702927096524e-01,5.238164740066412195e-01,5.239286215010401371e-01,5.240216467078664397e-01,5.240903445269703420e-01,5.241317525590093451e-01,5.242301228347152620e-01,5.241328586726551331e-01,5.240985380889091605e-01,5.241310209851941515e-01,5.239906180801009450e-01,5.239340127593123952e-01,5.239646047896637793e-01,5.238653536458415250e-01,5.240206948640480089e-01,5.241974086169000069e-01,5.246187485105896497e-01
5.234644429514430097e-01,5.231984587470117631e-01,5.230499447599826768e-01,5.229858713059861719e-01,5.229217978519896670e-01,5.229225358620592790e-01,5.229530728976770071e-01,5.230034449756945092e-01,5.230648938791744307e-01,5.231263427826542411e-01,5.231825153076522517e-01,5.232265373959373855e-01,5.232447547693481749e-01,5.232629721427588532e-01,5.232529683355918726e-01,5.232260787111375766e-01,5.231862702293926803e-01,5.231392737676547888e-01,5.230922867155810563e-01,5.230623735301640487e-01,5.230324603447470411e-01,5.230383678215223542e-01,5.230812130406236049e-01,5.233662878428910759e-01,5.238189765917824481e-01
5.234649100754980022e-01,5.231781039259060240e-01,5.229594352059157014e-01,5.228730640222931658e-01,5.227420168437751924e-01,5.226219994787080214e-01,5.225847868375975702e-01,5.225699091300172183e-01,5.225687929579291291e-01,5.225733717505316456e-01,5.225779505431341621e-01,5.225763970759942367e-01,5.225654860255721790e-01,5.225380846088711895e-01,5.225106831921700890e-01,5.224690685152714176e-01,5.224224951446561072e-01,5.223763315131515483e-01,5.223372293940917732e-01,5.223243730807662910e-01,5.223115167674408088e-01,5.223420823246183176e-01,5.224135882273159837e-01,5.225351670688821448e-01,5.230192046729752464e-01
5.236032264937311442e-01,5.232497997567788772e-01,5.229642387515434088e-01,5.227379590089740180e-01,5.225622358355607178e-01,5.224283072354014568e-01,5.223275315979811761e-01,5.222515948459585111e-01,5.222152290092516580e-01,5.221646568603421912e-01,5.220998783992299996e-01,5.220556048935151017e-01,5.220673393001602491e-01,5.219857002070077412e-01,5.219019806916253001e-01,5.218454113237154246e-01,5.217910198002417843e-01,5.217438662008209160e-01,5.217676019757032657e-01,5.216969145869922997e-01,5.217665546706133917e-01,5.217632248403784034e-01,5.218592636642468419e-01,5.220084964522689885e-01,5.222194327541680448e-01
